Customer_ID,Invoice ID,month,total_income,total_cost,total_profit
89,504-35-8843,January,42.47,38.223,4.247
90,318-68-5053,February,461.93999999999994,415.746,46.19399999999996
91,565-80-5980,January,189.52,170.568,18.951999999999998
92,225-32-0908,January,448.6,403.74,44.860000000000014
93,873-51-0671,January,153.86,138.474,15.386000000000024
94,152-08-9985,March,579.24,521.316,57.92399999999998
95,512-91-0811,February,89.75,80.775,8.974999999999994
96,594-34-4444,March,97.16,87.444,9.715999999999994
97,766-85-7061,March,878.7,790.8299999999999,87.87000000000012
98,871-39-9221,February,74.69999999999999,67.23,7.469999999999985
99,865-92-6136,March,158.25,142.425,15.824999999999989
100,733-01-9107,March,496.20000000000005,446.58000000000004,49.620000000000005
101,163-56-7055,March,48.71,43.839,4.871000000000002
102,189-98-2939,March,706.9499999999999,636.2549999999999,70.69500000000005
103,551-21-3069,February,207.63,186.86700000000002,20.762999999999977
104,212-62-1842,March,349.56,314.604,34.95600000000002
105,716-39-1409,March,212.45000000000002,191.205,21.245000000000005
106,704-48-3927,January,886.7,798.03,88.67000000000007
107,628-34-3388,January,164.28,147.852,16.427999999999997
108,630-74-5166,March,372.78000000000003,335.502,37.27800000000002
109,588-01-7461,March,305.82,275.238,30.581999999999994
110,861-77-0145,March,819.7,737.73,81.97000000000003
111,479-26-8945,February,32.98,29.682,3.2979999999999983
112,210-67-5886,February,294.63,265.167,29.463000000000022
113,227-78-1148,February,509.88,458.892,50.988
114,645-44-1170,January,522.63,470.36699999999996,52.263000000000034
115,237-01-6122,February,727.11,654.399,72.71100000000001
116,225-98-1496,March,81.06,72.95400000000001,8.105999999999995
117,291-32-1427,March,109.7,98.72999999999999,10.970000000000013
118,659-65-8956,January,51.36,46.224,5.136000000000003
119,642-32-2990,February,109.60000000000001,98.64000000000001,10.959999999999994
120,378-24-2715,January,106.88,96.192,10.688000000000002
121,638-60-7125,February,796.48,716.832,79.64800000000002
122,659-36-1684,January,399.84,359.856,39.98399999999998
123,219-22-9386,March,899.64,809.6759999999999,89.96400000000006
124,336-78-2147,March,511.28,460.152,51.127999999999986
125,268-27-6179,March,451.76,406.584,45.17599999999999
126,668-90-8900,March,655.8299999999999,590.247,65.58299999999997
127,870-54-3162,January,161.25,145.125,16.125
128,189-08-9157,January,285.57,257.013,28.557000000000016
129,663-86-9076,January,548.32,493.488,54.83200000000005
130,549-84-7482,February,812.52,731.2679999999999,81.25200000000007
131,191-10-6171,January,277.34,249.606,27.73399999999998
132,802-70-5316,March,552.78,497.502,55.27799999999996
133,695-51-0018,February,139.36,125.424,13.936000000000007
134,590-83-4591,February,524.7,472.23,52.47000000000003
135,483-71-1164,March,487.79999999999995,439.02,48.77999999999997
136,597-78-7908,February,270.65999999999997,243.594,27.065999999999974
137,700-81-1757,January,131.54999999999998,118.395,13.154999999999987
138,354-39-5160,February,206.52,185.868,20.652000000000015
139,241-72-9525,February,519.0999999999999,467.19,51.90999999999991
140,575-30-8091,March,580.0,522.0,58.0
141,731-81-9469,January,898.0,808.1999999999999,89.80000000000007
142,280-17-4359,January,905.0,814.5,90.5
143,338-65-2210,February,686.0,617.4,68.60000000000002
144,488-25-4221,February,30.41,27.369,3.0410000000000004
145,239-10-7476,January,467.70000000000005,420.93,46.77000000000004
146,458-41-1477,March,277.56,249.804,27.756
147,685-64-1609,February,301.4,271.26,30.139999999999986
148,568-90-5112,March,264.56,238.104,26.45599999999999
149,262-47-2794,March,574.88,517.392,57.48799999999994
150,238-49-0436,March,259.68,233.712,25.968000000000018
151,608-96-3517,March,366.16,329.544,36.61600000000004
152,584-86-7256,March,241.92000000000002,217.728,24.192000000000007
153,746-94-0204,January,749.16,674.2439999999999,74.91600000000005
154,214-17-6927,February,98.88,88.992,9.887999999999991
155,400-89-4171,January,647.76,582.984,64.77599999999995
156,782-95-9291,February,461.45000000000005,415.30500000000006,46.14499999999998
157,279-74-2924,January,72.17,64.953,7.216999999999999
158,307-85-2293,March,251.4,226.26000000000002,25.139999999999986
159,743-04-1105,March,874.98,787.4820000000001,87.49799999999993
160,423-57-2993,March,560.34,504.30600000000004,56.03399999999999
161,894-41-5205,January,345.44,310.896,34.54399999999998
162,275-28-0149,February,63.69,57.321,6.369
163,101-17-6199,March,320.53,288.477,32.053
164,423-80-0988,January,152.8,137.52,15.280000000000001
165,548-46-9322,February,399.0,359.09999999999997,39.900000000000034
166,505-02-0892,February,340.56,306.504,34.05599999999998
167,234-65-2137,January,955.8,860.22,95.57999999999993
168,687-47-8271,February,989.8000000000001,890.8199999999999,98.98000000000013
169,796-32-9050,January,307.68,276.91200000000003,30.767999999999972
170,105-31-1824,February,486.64,437.976,48.66399999999999
171,249-42-3782,January,350.05,315.045,35.004999999999995
172,316-55-4634,January,400.25,360.225,40.02499999999998
173,733-33-4967,March,166.8,150.12,16.680000000000007
174,608-27-6295,January,317.34000000000003,285.606,31.734000000000037
175,414-12-7047,January,158.32,142.488,15.831999999999994
176,827-26-2100,March,304.56000000000006,274.104,30.456000000000074
177,175-54-2529,March,177.36,159.624,17.73600000000002
178,139-52-2867,February,157.57000000000002,141.813,15.757000000000033
179,407-63-8975,March,443.28,398.952,44.327999999999975
180,342-65-4817,January,260.4,234.36,26.039999999999964
181,130-98-8941,February,449.82000000000005,404.838,44.98200000000003
182,434-83-9547,January,307.76,276.984,30.77600000000001
183,851-28-6367,March,155.0,139.5,15.5
184,824-88-3614,January,274.48,247.032,27.448000000000008
185,586-25-0848,March,86.38,77.742,8.637999999999991
186,895-66-0685,March,54.239999999999995,48.815999999999995,5.4239999999999995
187,305-14-0245,March,755.92,680.328,75.59199999999998
188,732-04-5373,February,185.88,167.292,18.587999999999994
189,400-60-7251,February,74.07,66.663,7.4069999999999965
190,593-65-1552,January,279.24,251.316,27.924000000000007
191,284-34-9626,February,231.12,208.00799999999998,23.112000000000023
192,437-58-8131,January,147.04,132.336,14.70399999999998
193,286-43-6208,March,790.1999999999999,711.18,79.01999999999998
194,641-43-2399,January,102.2,91.98,10.219999999999999
195,831-07-6050,March,163.55,147.195,16.355000000000018
196,556-86-3144,January,74.29,66.861,7.429000000000002
197,848-24-9445,March,87.4,78.66,8.740000000000009
198,856-22-8149,March,25.29,22.761,2.529
199,699-01-4164,March,166.0,149.4,16.599999999999994
200,420-11-4919,February,356.95,321.255,35.69499999999999
201,606-80-4905,January,114.89999999999999,103.41,11.489999999999995
202,542-41-0513,March,229.96,206.964,22.99600000000001
203,426-39-2418,January,429.87,386.883,42.98700000000002
204,875-46-5808,February,259.0,233.1,25.900000000000006
205,394-43-4238,February,88.85,79.965,8.884999999999991
206,749-24-1565,January,207.27,186.543,20.727000000000004
207,672-51-8681,January,599.85,539.865,59.985000000000014
208,263-87-5680,March,285.3,256.77,28.53000000000003
209,573-58-9734,March,91.11,81.999,9.111000000000004
210,817-69-8206,March,897.57,807.8130000000001,89.75699999999995
211,888-02-0338,January,236.07,212.463,23.607
212,677-11-0152,January,839.34,755.406,83.93400000000008
213,142-63-6033,March,461.8,415.62,46.18000000000001
214,656-16-1063,January,139.26,125.334,13.925999999999988
215,891-58-8335,March,207.26999999999998,186.543,20.726999999999975
216,802-43-8934,March,18.28,16.452,1.8279999999999994
217,560-30-5617,March,123.85,111.465,12.384999999999991
218,319-74-2561,February,283.92,255.52800000000002,28.391999999999996
219,549-03-9315,February,758.96,683.064,75.89600000000007
220,790-29-1172,March,172.02,154.818,17.201999999999998
221,239-36-3640,January,272.1,244.89,27.210000000000036
222,468-01-2051,March,434.56,391.104,43.45600000000002
223,389-25-3394,February,59.050000000000004,53.144999999999996,5.905000000000008
224,279-62-1445,February,12.54,11.286,1.2539999999999996
225,213-72-6612,March,86.5,77.85,8.650000000000006
226,746-68-6593,January,174.32,156.888,17.431999999999988
227,836-82-5858,January,624.33,561.897,62.43299999999999
228,583-72-1480,January,148.24,133.416,14.824000000000012
229,466-61-5506,February,544.2,489.78,54.42000000000007
230,721-86-6247,March,507.36,456.624,50.73599999999999
231,289-65-5721,January,162.74,146.466,16.274
232,545-46-3100,March,31.77,28.593000000000004,3.176999999999996
233,418-02-5978,February,756.8100000000001,681.129,75.68100000000004
234,269-04-5750,February,295.28,265.752,29.527999999999963
235,157-13-5295,March,519.4,467.46000000000004,51.93999999999994
236,645-78-8093,January,186.28,167.652,18.628000000000014
237,211-30-9270,January,87.05,78.345,8.704999999999998
238,755-12-3214,March,221.1,198.99,22.109999999999985
239,346-84-3103,March,66.10000000000001,59.489999999999995,6.610000000000014
240,478-06-7835,January,89.69,80.721,8.968999999999994
241,540-11-4336,January,224.46,202.014,22.445999999999998
242,448-81-5016,March,119.54,107.586,11.954000000000008
243,142-72-4741,February,186.4,167.76,18.640000000000015
244,217-58-1179,January,250.6,225.54,25.060000000000002
245,376-02-8238,February,750.96,675.864,75.096
246,530-90-9855,January,380.72,342.648,38.072
247,866-05-7563,February,244.20000000000002,219.78000000000003,24.419999999999987
248,604-70-6476,January,89.7,80.73,8.969999999999999
249,799-71-1548,January,310.88,279.792,31.088000000000022
250,785-13-7708,January,511.42,460.278,51.141999999999996
251,845-51-0542,February,418.95,377.055,41.89499999999998
252,662-47-5456,March,351.9,316.71,35.19
253,883-17-4236,March,28.78,25.902,2.878
254,290-68-2984,March,95.0,85.5,9.5
255,704-11-6354,January,471.2,424.08,47.120000000000005
256,110-48-7033,January,130.48,117.432,13.047999999999988
257,366-93-0948,January,66.35,59.715,6.634999999999991
258,729-09-9681,February,155.46,139.914,15.54600000000002
259,151-16-1484,February,129.0,116.1,12.900000000000006
260,380-94-4661,February,263.76,237.384,26.376000000000005
261,850-41-9669,March,675.54,607.986,67.55399999999997
262,821-07-3596,March,65.8,59.22,6.579999999999998
263,655-85-5130,March,153.2,137.88,15.319999999999993
264,447-15-7839,February,222.39999999999998,200.15999999999997,22.24000000000001
265,154-74-7179,February,54.45,49.005,5.445
266,253-12-6086,March,688.8000000000001,619.9200000000001,68.88
267,808-65-0703,March,141.88,127.692,14.188000000000002
268,571-94-0759,January,746.0,671.4,74.60000000000002
269,144-51-6085,January,282.96,254.664,28.295999999999992
270,731-14-2199,January,355.4,319.86,35.539999999999964
271,783-09-1637,March,337.15000000000003,303.435,33.71500000000003
272,687-15-1097,January,42.24,38.016,4.224000000000004
273,126-54-1082,January,193.85999999999999,174.474,19.385999999999996
274,633-91-1052,January,24.06,21.654,2.405999999999999
275,477-24-6490,February,598.26,538.434,59.82600000000002
276,566-19-5475,January,335.78999999999996,302.211,33.57899999999995
277,526-86-8552,January,218.2,196.38000000000002,21.819999999999965
278,376-56-3573,February,381.68,343.512,38.168000000000006
279,537-72-0426,March,709.9,638.91,70.99000000000001
280,828-61-5674,March,440.20000000000005,396.18,44.02000000000004
281,136-08-6195,February,559.68,503.712,55.96799999999996
282,523-38-0215,March,37.0,33.3,3.700000000000003
283,490-29-1201,January,15.34,13.806,1.5340000000000007
284,667-92-0055,March,598.98,539.082,59.898000000000025
285,565-17-3836,March,190.68,171.612,19.068000000000012
286,498-41-1961,February,333.40000000000003,300.06,33.34000000000003
287,593-95-4461,March,74.86,67.374,7.486000000000004
288,226-71-3580,January,213.75,192.375,21.375
289,283-79-9594,January,339.57,305.613,33.956999999999994
290,430-60-3493,February,664.16,597.7439999999999,66.41600000000005
291,139-20-0155,January,403.0,362.70000000000005,40.299999999999955
292,558-80-4082,March,194.95000000000002,175.455,19.495000000000005
293,278-97-7759,February,62.48,56.232,6.2479999999999976
294,316-68-6352,January,72.72,65.448,7.272000000000006
295,585-03-5943,March,181.1,162.99,18.109999999999985
296,211-05-0490,March,259.6,233.64000000000001,25.960000000000008
297,727-75-6477,March,115.36,103.824,11.536000000000001
298,744-02-5987,January,470.28,423.252,47.02799999999996
299,307-83-9164,January,240.04,216.036,24.00399999999999
300,779-06-0012,January,88.61,79.749,8.861000000000004
301,446-47-6729,January,199.64,179.676,19.964
302,573-10-3877,March,39.01,35.109,3.9009999999999962
303,735-06-4124,February,48.61,43.749,4.860999999999997
304,439-54-7422,March,204.76,184.284,20.476
305,396-90-2219,February,119.68,107.712,11.968000000000004
306,411-77-0180,March,505.40000000000003,454.86,50.54000000000002
307,286-01-5402,March,281.60999999999996,253.449,28.160999999999945
308,803-17-8013,February,710.32,639.288,71.03200000000004
309,512-98-1403,March,79.44,71.49600000000001,7.943999999999988
310,848-42-2560,March,163.82,147.438,16.382000000000005
311,532-59-7201,January,479.58000000000004,431.62199999999996,47.958000000000084
312,181-94-6432,February,138.66,124.794,13.866
313,870-76-1733,February,71.15,64.035,7.115000000000009
314,423-64-4619,March,139.95000000000002,125.955,13.995000000000019
315,227-07-4446,February,781.3,703.17,78.13
316,174-36-3675,February,198.74,178.866,19.873999999999995
317,428-83-5800,February,63.239999999999995,56.916000000000004,6.323999999999991
318,603-07-0961,January,373.95000000000005,336.55500000000006,37.39499999999998
319,704-20-4138,March,207.69,186.921,20.769000000000005
320,787-15-1757,February,176.28,158.652,17.628000000000014
321,649-11-3678,February,206.37,185.733,20.637
322,622-20-1945,January,39.42,35.478,3.942
323,372-94-8041,February,91.56,82.404,9.156000000000006
324,563-91-7120,March,308.85,277.96500000000003,30.88499999999999
325,746-54-5508,January,129.12,116.208,12.912000000000006
326,276-54-0879,March,390.96,351.864,39.096000000000004
327,815-11-1168,March,498.9,449.01000000000005,49.88999999999993
328,719-76-3868,March,377.04,339.336,37.70400000000001
329,730-61-8757,January,204.52,184.068,20.451999999999998
330,340-66-0321,March,145.44,130.896,14.544000000000011
331,868-81-1752,February,198.18,178.36200000000002,19.817999999999984
332,634-97-8956,February,98.69999999999999,88.83,9.86999999999999
333,566-71-1091,February,385.09999999999997,346.59,38.50999999999999
334,442-48-3607,March,46.96,42.264,4.695999999999998
335,835-16-0096,March,73.5,66.15,7.349999999999994
336,527-09-6272,March,142.25,128.025,14.224999999999994
337,898-04-2717,March,687.6,618.84,68.75999999999999
338,692-27-8933,February,347.70000000000005,312.93,34.77000000000004
339,633-09-3463,March,142.95,128.655,14.294999999999987
340,374-17-3652,February,385.38,346.842,38.53800000000001
341,378-07-7001,February,144.27,129.843,14.427000000000021
342,433-75-6987,March,391.78999999999996,352.611,39.178999999999974
343,873-95-4984,February,538.3000000000001,484.46999999999997,53.8300000000001
344,416-13-5917,January,485.15,436.635,48.514999999999986
345,150-89-8043,February,133.95,120.555,13.394999999999982
346,135-84-8019,February,701.3700000000001,631.233,70.13700000000017
347,441-94-7118,February,71.95,64.755,7.195000000000007
348,725-96-3778,January,714.0,642.6,71.39999999999998
349,531-80-1784,March,182.14,163.926,18.214
350,400-45-1220,February,135.0,121.5,13.5
351,860-79-0874,February,993.0,893.7,99.29999999999995
352,834-61-8124,January,361.83,325.647,36.18299999999999
353,115-99-4379,March,383.10999999999996,344.799,38.31099999999998
354,565-67-6697,March,243.0,218.70000000000002,24.299999999999983
355,320-49-6392,March,30.24,27.216,3.0239999999999974
356,889-04-9723,January,356.56,320.904,35.656000000000006
357,632-90-0281,March,375.5,337.95000000000005,37.549999999999955
358,554-42-2417,January,954.4,858.96,95.43999999999994
359,453-63-6187,March,82.5,74.25,8.25
360,578-80-7669,March,74.97,67.473,7.497
361,612-36-5536,February,647.68,582.912,64.76799999999992
362,605-72-4132,February,755.76,680.184,75.57600000000002
363,471-41-2823,March,199.58,179.622,19.958
364,462-67-9126,January,439.32,395.388,43.932000000000016
365,272-27-9238,February,164.96,148.464,16.49600000000001
366,834-25-9262,January,326.72,294.048,32.672000000000025
367,122-61-9553,March,461.88,415.692,46.18799999999999
368,468-88-0009,March,263.76,237.384,26.376000000000005
369,613-59-9758,January,143.6,129.24,14.359999999999985
370,254-31-0042,March,193.5,174.15,19.349999999999994
371,201-86-2184,February,183.82000000000002,165.438,18.382000000000033
372,261-12-8671,January,121.92,109.728,12.192000000000007
373,730-70-9830,March,420.65999999999997,378.594,42.065999999999974
374,382-25-8917,January,252.48,227.232,25.24799999999999
375,422-29-8786,January,335.45000000000005,301.905,33.54500000000007
376,667-23-5919,January,483.5,435.15,48.35000000000002
377,843-01-4703,January,318.42,286.578,31.84200000000004
378,743-88-1662,February,668.43,601.587,66.84299999999996
379,595-86-2894,February,387.92,349.128,38.79200000000003
380,182-69-8360,January,94.6,85.14,9.459999999999994
381,289-15-7034,January,329.32,296.388,32.932000000000016
382,462-78-5240,March,53.22,47.898,5.321999999999996
383,868-52-7573,January,498.45,448.605,49.84499999999997
384,153-58-4872,March,299.56,269.604,29.956000000000017
385,662-72-2873,January,204.7,184.23,20.47
386,525-88-7307,January,75.82,68.238,7.581999999999994
387,689-16-9784,March,280.62,252.55800000000002,28.061999999999983
388,725-56-0833,February,323.2,290.88,32.31999999999999
389,394-41-0748,January,486.63,437.967,48.66300000000001
390,596-42-3999,March,127.53999999999999,114.786,12.75399999999999
391,541-89-9860,February,241.44,217.296,24.144000000000005
392,173-82-9529,January,379.5,341.55,37.94999999999999
393,563-36-9814,February,76.82,69.138,7.681999999999988
394,308-47-4913,March,522.6,470.34,52.26000000000005
395,885-17-6250,March,79.74,71.766,7.9739999999999895
396,726-27-2396,January,387.5,348.75,38.75
397,316-01-3952,March,271.35,244.21500000000003,27.13499999999999
398,760-54-1821,March,122.31,110.079,12.231000000000009
399,793-10-3222,March,246.36,221.724,24.636000000000024
400,346-12-3257,March,173.16,155.844,17.316000000000003
401,110-05-6330,March,236.57999999999998,212.92200000000003,23.65799999999996
402,651-61-0874,March,184.88,166.392,18.488
403,236-86-3015,February,13.98,12.582,1.3979999999999997
404,831-64-0259,February,198.75,178.875,19.875
405,587-03-7455,February,684.5300000000001,616.077,68.45300000000009
406,882-40-4577,January,269.04,242.136,26.904000000000025
407,732-67-5346,January,68.94999999999999,62.055,6.894999999999989
408,725-32-9708,January,274.84,247.356,27.48399999999998
409,256-08-8343,March,226.12,203.508,22.611999999999995
410,372-26-1506,January,119.1,107.19,11.909999999999997
411,244-08-0162,January,342.1,307.89,34.210000000000036
412,569-71-4390,January,43.74,39.366,4.374000000000002
413,132-23-6451,January,104.85,94.36500000000001,10.484999999999985
414,696-90-2548,March,77.52,69.768,7.751999999999995
415,472-15-9636,March,407.44,366.696,40.74399999999997
416,268-03-6164,January,96.11,86.499,9.611000000000004
417,750-57-9686,January,181.52,163.368,18.152000000000015
418,186-09-3669,January,81.51,73.359,8.15100000000001
419,848-07-1692,January,114.44,102.996,11.444000000000003
420,745-71-3520,February,176.54,158.886,17.653999999999996
421,266-76-6436,March,115.80000000000001,104.22,11.580000000000013
422,740-22-2500,January,252.14999999999998,226.935,25.214999999999975
423,271-88-8734,February,972.0999999999999,874.8900000000001,97.20999999999981
424,301-81-8610,March,203.36,183.024,20.336000000000013
425,489-64-4354,March,16.28,14.652,1.628000000000002
426,198-84-7132,January,365.49,328.941,36.549000000000035
427,269-10-8440,January,372.19,334.971,37.218999999999994
428,650-98-6268,March,62.61,56.349000000000004,6.260999999999996
429,741-73-3559,February,336.34999999999997,302.715,33.63499999999999
430,325-77-6186,March,906.5,815.8499999999999,90.65000000000009
431,286-75-7818,January,138.16,124.344,13.816000000000003
432,574-57-9721,March,86.54,77.886,8.65400000000001
433,459-50-7686,January,140.76,126.684,14.075999999999993
434,616-87-0016,March,668.7800000000001,601.902,66.87800000000004
435,837-55-7229,February,47.44,42.696,4.744
436,751-69-0068,March,893.16,803.844,89.31599999999992
437,257-73-1380,January,331.72,298.548,33.172000000000025
438,345-08-4992,March,203.94,183.546,20.394000000000005
439,549-96-4200,March,68.16,61.344,6.815999999999995
440,810-60-6344,February,326.88,294.192,32.68799999999999
441,450-28-2866,January,87.2,78.48,8.719999999999999
442,394-30-3170,March,707.44,636.696,70.74400000000003
443,138-17-5109,January,802.89,722.601,80.28899999999999
444,192-98-7397,January,12.78,11.502,1.2779999999999987
445,301-11-9629,January,133.70000000000002,120.33000000000001,13.370000000000005
446,390-80-5128,January,19.15,17.235,1.9149999999999991
447,235-46-8343,February,276.6,248.94,27.660000000000025
448,453-12-7053,March,137.22,123.49799999999999,13.722000000000008
449,296-11-7041,January,27.07,24.363,2.7070000000000007
450,449-27-2918,March,39.12,35.208,3.911999999999999
451,891-01-7034,January,448.26,403.434,44.825999999999965
452,744-09-5786,January,132.06,118.85400000000001,13.205999999999989
453,727-17-0390,March,318.05,286.245,31.805000000000007
454,568-88-3448,March,25.0,22.5,2.5
455,187-83-5490,January,83.08,74.772,8.307999999999993
456,767-54-1907,February,147.79999999999998,133.01999999999998,14.780000000000001
457,710-46-4433,February,696.6,626.9399999999999,69.66000000000008
458,533-33-5337,February,793.9,714.51,79.38999999999999
459,325-90-8763,January,465.7,419.13,46.56999999999999
460,729-46-7422,February,35.89,32.301,3.5889999999999986
461,639-76-1242,February,202.60000000000002,182.34000000000003,20.25999999999999
462,234-03-4040,March,730.5,657.45,73.04999999999995
463,326-71-2155,February,295.8,266.22,29.579999999999984
464,320-32-8842,March,22.62,20.358,2.2620000000000005
465,470-32-9057,March,256.70000000000005,231.03000000000003,25.670000000000016
466,878-30-2331,March,545.5,490.95,54.55000000000001
467,440-59-5691,February,260.05,234.04500000000002,26.004999999999995
468,554-53-3790,March,222.12,199.908,22.212000000000018
469,746-19-0921,February,21.58,19.422,2.1579999999999977
470,233-34-0817,February,98.84,88.956,9.884
471,767-05-1286,January,502.62,452.358,50.262
472,340-21-9136,January,160.2,144.18,16.019999999999982
473,405-31-3305,February,431.3,388.17,43.129999999999995
474,731-59-7531,March,580.56,522.504,58.055999999999926
475,676-39-6028,March,322.2,289.98,32.21999999999997
476,502-05-1910,February,195.54000000000002,175.986,19.55400000000003
477,485-30-8700,March,166.29999999999998,149.67000000000002,16.629999999999967
478,598-47-9715,March,336.28,302.652,33.627999999999986
479,701-69-8742,March,343.7,309.33,34.370000000000005
480,575-67-1508,January,38.6,34.74,3.8599999999999994
481,541-08-3113,February,527.76,474.984,52.77600000000001
482,246-11-3901,February,328.0,295.2,32.80000000000001
483,674-15-9296,January,185.7,167.13,18.569999999999993
484,305-18-3552,February,603.8000000000001,543.42,60.38000000000011
485,493-65-6248,January,369.79999999999995,332.81999999999994,36.98000000000002
486,438-01-4015,March,197.96,178.164,19.79600000000002
487,709-58-4068,February,410.90000000000003,369.81,41.09000000000003
488,795-49-7276,March,148.6,133.74,14.859999999999985
489,556-72-8512,January,22.96,20.664,2.2959999999999994
490,627-95-3243,February,699.1200000000001,629.2080000000001,69.91200000000003
491,686-41-0932,March,69.4,62.46,6.940000000000005
492,510-09-5628,March,196.6,176.94,19.659999999999997
493,608-04-3797,March,202.56,182.304,20.256
494,148-82-2527,March,121.19999999999999,109.08,12.11999999999999
495,437-53-3084,February,199.78,179.802,19.97800000000001
496,632-32-4574,March,607.36,546.624,60.73599999999999
